level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
C2,1,Time & Duration,1,elapse,verb,/ɪˈlæps/,pass by,Three years elapsed.
C2,1,Time & Duration,2,recur,verb,/rɪˈkɜr/,happen again,The problem recurred.
C2,1,Time & Duration,3,ephemeral,adjective,/ɪˈfɛmɚəl/,short-lived,Ephemeral joys of childhood.
C2,1,Time & Duration,4,transient,adjective,/ˈtrænʒənt/,temporary,A transient moment of joy.
C2,1,Time & Duration,5,perpetual,adjective,/pɚˈpɛtʃuəl/,continuing forever,Perpetual motion is impossible.
C2,1,Time & Duration,6,perennial,adjective,/pɚˈɛniəl/,lasting indefinitely,A perennial favorite.
C2,1,Time & Duration,7,interlude,noun,/ˈɪntɚˌlud/,intervening period,A brief interlude of peace.
C2,1,Time & Duration,8,hiatus,noun,/haɪˈeɪtəs/,pause,A hiatus in production.
C2,1,Time & Duration,9,respite,noun,/ˈrɛspɪt/,temporary relief,A brief respite from work.
C2,1,Time & Duration,10,lull,noun,/ˈlʌl/,calm period,A lull in the storm.
C2,1,Time & Duration,11,millennium,noun,/məˈlɛniəm/,1000 years,The new millennium began.
C2,1,Time & Duration,12,epoch,noun,/ˈɛpɑk/,historical period,A new epoch in history.
C2,1,Time & Duration,13,aeon,noun,/ˈiən/,long period,It seemed to take aeons.
C2,1,Time & Duration,14,instantaneous,adjective,/ˌɪnstənˈteɪniəs/,immediate,Instantaneous relief.
C2,1,Time & Duration,15,belated,adjective,/bɪˈleɪtɪd/,late,Belated congratulations.
C2,1,Time & Duration,16,protracted,adjective,/proʊˈtræktɪd/,prolonged,A protracted dispute.
C2,1,Time & Duration,17,bygone,adjective,/ˈbaɪˌgɔn/,past,Bygone eras.
C2,1,Time & Duration,18,antiquated,adjective,/ˈæntɪˌkweɪtɪd/,outdated,Antiquated laws.
C2,1,Time & Duration,19,abide,verb,/əˈbaɪd/,remain,Abide by the rules.
C2,1,Time & Duration,20,tarry,verb,/ˈtæri/,stay longer,Do not tarry.
C2,1,Time & Duration,21,forestall,verb,/fɔrˈstɔl/,prevent,Forestall disaster.
C2,1,Time & Duration,22,expedite,verb,/ˈɛkspɪˌdaɪt/,speed up,Expedite the process.
C2,1,Time & Duration,23,perpetuate,verb,/pɚˈpɛtʃuˌeɪt/,make permanent,Perpetuate a myth.
C2,1,Time & Duration,24,protract,verb,/proʊˈtrækt/,prolong,Protract negotiations.
C2,1,Time & Duration,25,bide,verb,/ˈbaɪd/,wait,Bide your time.
C2,2,Quantity & Size,1,myriad,adjective,/ˈmɪriəd/,countless,Myriad possibilities.
C2,2,Quantity & Size,2,copious,adjective,/ˈkoʊpiəs/,abundant,Copious notes.
C2,2,Quantity & Size,3,profuse,adjective,/prəˈfjus/,excessive,Profuse apologies.
C2,2,Quantity & Size,4,scant,adjective,/ˈskænt/,barely sufficient,Scant evidence.
C2,2,Quantity & Size,5,meager,adjective,/ˈmigɚ/,inadequate,Meager rations.
C2,2,Quantity & Size,6,paltry,adjective,/ˈpɔltri/,trivially small,A paltry sum.
C2,2,Quantity & Size,7,minuscule,adjective,/ˈmɪnɪˌskjul/,extremely small,Minuscule details.
C2,2,Quantity & Size,8,colossal,adjective,/kəˈlɑsəl/,enormous,A colossal building.
C2,2,Quantity & Size,9,gargantuan,adjective,/gɑrˈgæntʃuən/,gigantic,A gargantuan task.
C2,2,Quantity & Size,10,monumental,adjective,/ˌmɑnjəˈmɛntəl/,massive,Monumental effort.
C2,2,Quantity & Size,11,modicum,noun,/ˈmɑdɪkəm/,small amount,A modicum of respect.
C2,2,Quantity & Size,12,plethora,noun,/ˈplɛθɚə/,excess,A plethora of options.
C2,2,Quantity & Size,13,dearth,noun,/ˈdɜrθ/,scarcity,A dearth of talent.
C2,2,Quantity & Size,14,surfeit,noun,/ˈsɜrfɪt/,excess,A surfeit of food.
C2,2,Quantity & Size,15,smattering,noun,/ˈsmætɚɪŋ/,small amount,A smattering of applause.
C2,2,Quantity & Size,16,iota,noun,/aɪˈoʊtə/,tiny amount,Not one iota of truth.
C2,2,Quantity & Size,17,pittance,noun,/ˈpɪtəns/,very small amount,Paid a pittance.
C2,2,Quantity & Size,18,proliferate,verb,/prəˈlɪfɚˌeɪt/,increase rapidly,Weeds proliferate.
C2,2,Quantity & Size,19,amass,verb,/əˈmæs/,gather,Amass wealth.
C2,2,Quantity & Size,20,dwindle,verb,/ˈdwɪndəl/,decrease,Resources dwindled.
C2,2,Quantity & Size,21,diminish,verb,/dɪˈmɪnɪʃ/,reduce,Enthusiasm diminished.
C2,2,Quantity & Size,22,augment,verb,/ɔgˈmɛnt/,increase,Augment income.
C2,2,Quantity & Size,23,curtail,verb,/kɚˈteɪl/,reduce,Curtail expenses.
C2,2,Quantity & Size,24,brim,verb,/ˈbrɪm/,be full,Eyes brimmed with tears.
C2,2,Quantity & Size,25,teem,verb,/ˈtim/,be abundant,Streets teeming with life.
C2,3,Shapes & Structures,1,oblique,adjective,/oʊˈblik/,slanting,Oblique angle.
C2,3,Shapes & Structures,2,askew,adjective,/əˈskju/,crooked,The picture hung askew.
C2,3,Shapes & Structures,3,contorted,adjective,/kənˈtɔrtɪd/,twisted,Contorted expressions.
C2,3,Shapes & Structures,4,convoluted,adjective,/ˈkɑnvəˌlutɪd/,complex,Convoluted reasoning.
C2,3,Shapes & Structures,5,serpentine,adjective,/ˈsɜrpənˌtin/,winding,A serpentine road.
C2,3,Shapes & Structures,6,sinuous,adjective,/ˈsɪnjuəs/,curved,Sinuous movements.
C2,3,Shapes & Structures,7,angular,adjective,/ˈæŋgjəlɚ/,having angles,Angular features.
C2,3,Shapes & Structures,8,symmetrical,adjective,/sɪˈmɛtrɪkəl/,balanced,Symmetrical design.
C2,3,Shapes & Structures,9,amorphous,adjective,/əˈmɔrfəs/,shapeless,Amorphous mass.
C2,3,Shapes & Structures,10,truncated,adjective,/ˈtrʌŋˌkeɪtɪd/,shortened,Truncated version.
C2,3,Shapes & Structures,11,tapered,adjective,/ˈteɪpɚd/,narrowing,Tapered edges.
C2,3,Shapes & Structures,12,concave,adjective,/kɑnˈkeɪv/,curved inward,Concave lens.
C2,3,Shapes & Structures,13,convex,adjective,/kɑnˈvɛks/,curved outward,Convex surface.
C2,3,Shapes & Structures,14,rift,noun,/ˈrɪft/,split,A rift in relations.
C2,3,Shapes & Structures,15,fissure,noun,/ˈfɪʃɚ/,crack,Deep fissures.
C2,3,Shapes & Structures,16,crevice,noun,/ˈkrɛvɪs/,narrow opening,Hidden in the crevice.
C2,3,Shapes & Structures,17,protrusion,noun,/proʊˈtruʒən/,something sticking out,A bony protrusion.
C2,3,Shapes & Structures,18,contort,verb,/kənˈtɔrt/,twist,Contort the body.
